id,type,is_sar
e704317b,0,0
4bab7445,0,0
b5e54861,0,0
ddc2a8a3,1,0
ca707b0c,0,0
cc0a9e34,1,0
37067231,0,0
f680ca6d,1,0
c80f0760,0,0
ee4af65c,0,0
bb2189c4,1,1
3ebaa5b9,0,0
6c19311a,0,0
2a7ecb2a,0,0
a027cb45,0,1
12778c74,1,0
b78189c1,0,0
25d73e0c,0,0
2defd268,0,0
006cc052,0,0
d434d607,0,0
5cc2f0b4,1,0
4f8b7770,1,1
b022cb05,0,0
b9887f84,1,1
c9652eec,1,0
d11dfe5c,0,0
8623fbbb,1,0
0abcbf72,0,0
46bd5b74,1,0
3cc9c5c4,1,0
dce4ec29,1,0
80077b50,1,0
2fd35ad1,0,0
413d949d,1,0
a0ecfdd0,0,0
cba6def6,1,0
e6e58bb8,0,0
8eca984a,1,0
81fa51d4,0,0
f6e831d3,1,0
81cd503d,0,0
f53fe7bd,1,0
71fd22ec,0,0
b0ecf498,1,0
4f60e612,1,0
3458c134,0,0
db17f5a4,1,0
a9e944c6,0,0
a106d556,1,0
3308ad57,0,1
d1e6d07d,1,0
e6b30c21,1,0
ae3db659,1,0
d4ec0a39,0,0
a130f006,0,1
100b52e7,1,0
51309b69,1,0
27927b28,1,0
b64f0e83,0,1
22ba398a,0,0
0cac1c63,1,0
00df0a4b,0,1
8e905376,0,0
ce1406be,0,0
205636a8,0,1
93175c57,1,0
e0b6219a,1,0
d6afd420,0,0
c63f9d38,1,0
4c913733,0,1
0bdb1028,1,0
e31b90ad,0,0
44b6f080,0,0
b2337496,1,0
87357a41,1,0
d7f71827,1,0
dd4ccba1,0,0
6c977cd8,0,0
2d567be2,0,0
4b436d4e,1,0
70dd70dc,0,0
902707f8,1,0
11897311,0,0
52eb41c2,1,0
0a0479c6,1,0
4f843dcf,1,0
98834e2e,0,0
bca39b70,1,1
35ca5309,1,0
3933571f,1,0
84bf3acc,0,0
6e3d880b,0,0
70cded38,1,0
8e250188,1,1
36377e59,1,1
e31677e0,0,0
7c91e960,0,1
5da13f25,1,1
b7a2dd4c,1,0
29342e2b,1,0
11ca4fc9,0,0
cebfba1b,0,0
510b0fb9,0,0
3bac3d48,0,0
827344f8,0,1
fcd3c120,1,0
2cfe2f20,1,1
ebda2b69,0,0
9b52f33e,1,0
b1c5849e,1,0
60e703ae,0,0
97251206,1,0
ec809b2e,0,0
31db2fb1,0,0
7384fb2c,0,0
e56e88f5,1,0
7e5b6d27,0,0
bf1be3a5,1,0
d0eba6b6,0,0
9237545f,1,0
288d30d3,0,0
af4d3585,0,0
a5be174a,1,0
b9e6e7b6,0,0
fcc2cbe1,1,0
0973cba7,0,0
9b304b65,1,0
36dde41c,1,0
33d4e70d,1,0
969759cc,0,0
a71f91bc,1,0
f6e8a855,0,0
83273920,0,0
aa2a997f,0,0
db3d5cbc,1,0
a3f298f2,1,1
c9f170aa,0,0
84bfe2fa,0,0
23d797ce,0,0
0a56868b,1,1
40a6dace,1,0
fd98aeb3,0,0
de17dfbe,0,0
bfce1353,0,0
9cd3167a,0,0
4af9bbbf,0,0
9e31fd82,0,0
fd00aaf1,1,0
8c4aa5e6,0,0
e0e68e4a,1,0
54515c9b,1,0
d2b2a346,0,0
de099a7a,0,0
d5aaa64b,0,0
3838075f,0,0
414c0451,1,0
08ede257,1,0
784ecb5a,1,0
d3af1f38,1,0
7ea6e4ff,1,1
641897bb,0,0
cdf3b8f1,0,0
8c5d3895,0,0
2225679c,0,0
50925de2,1,0
3e6e5cdf,1,0
94b2807e,0,0
5bb7d5ae,0,0
befcf62e,0,1
f70c37f7,1,0
161a97f9,0,0
569a4f8b,1,0
4125b913,1,0
333388a7,1,0
c0a9f1d9,1,0
a7edd093,1,0
b0da09ca,0,0
8918a6bb,1,0
2e136d99,0,1
d9d16ad7,1,0
a2c7b584,0,0
92b10225,1,1
bb81f164,0,0
5b6c664e,0,0
4869922b,0,0
c8dc7311,0,0
e894d7b0,1,0
5954b338,1,0
c5269b27,0,0
b95ddeb9,1,0
166f141b,0,0
5260f65a,1,0
e20a42f9,0,0
964e2d17,1,0
913d61bb,0,0
fa070a93,0,0
b6a5c3c1,0,0
713632a7,0,0
6efa3c36,0,0
c1a8e1b3,1,0
afc399a9,0,0
21088b5f,1,1
008fc867,1,0
207a8e72,0,0
055d805f,0,0
b5cc5ce4,1,0
39f8db7c,1,0
765dd4ba,0,0
2539c5d5,0,0
0a6cb9bd,0,1
c786949d,1,0
90c0110a,0,0
ee403a9f,0,0
6a867817,1,0
6c1f6894,1,0
b77b2aa7,1,0
2d59ec54,0,0
790c0d30,1,0
4d8965ab,1,0
a0277a83,1,0
7101e596,0,0
9c8e8a32,1,0
026a8958,1,0
0acbecf3,0,0
dbfe4c68,1,0
b228c6a9,0,0
92762671,1,0
d0600e04,1,0
79f2796b,1,0
ee7ee558,1,0
06c549fd,1,0
982ce079,1,0
3a0763d3,0,0
9ea5b0aa,0,0
186fd0cb,1,0
f302db86,1,0
00d8729e,0,0
0ce9e3b3,0,0
408c2657,0,1
13ed5e31,0,1
8f66b08c,1,1
acd60eca,0,1
e4f69ea5,1,0
8551cdc3,0,0
44d66653,1,0
b73c0187,0,0
9d4cbeee,0,0
501b7efa,0,0
a1bb3379,1,0
f87a0377,1,0
554a0f3b,0,0
a58fe4a3,0,0
7efca041,1,0
4dae5a9e,0,0
95b9c2f0,1,0
6b8b524b,0,0
5277461e,0,0
56467e39,0,0
e8a9c4bb,1,0
f097d87a,0,0
cc001330,0,0
21babe58,0,0
3f19c3e7,1,0
a9b78ea0,1,0
0b0f6254,0,0
68aee56a,1,0
bce08420,0,0
73923315,1,0
1e62365e,0,0
c394aae2,0,0
1dbc02e2,1,0
f03c6039,0,0
976129d5,0,0
6f1377ea,1,0
9e94dd55,0,0
4d771644,0,0
f2e1d8e4,1,0
6ab15caf,1,0
3939ad03,0,1
b5ef5c29,0,0
67ebc1ed,1,0
d2d049bb,1,0
54a88ba9,0,0
a15c8ba9,0,0
0a55bd9f,1,0
9f2b3b4c,1,1
4b6e443e,1,1
b2cba06e,0,1
d5ad9c26,1,0
f44a9988,0,0
b9a8113a,0,0
1967734b,0,0
726860b5,1,0
404bb968,0,0
496a87fd,1,0
80a5393c,1,0
16c9155b,1,0
1d48888e,1,0
1df6e40c,1,1
cd77ef9d,0,0
ea453e65,1,0
578c48a4,1,0
c01ad9a7,0,0
48962bea,0,0
7254b08d,0,0
bf1da2a0,0,0
e0a3cf3d,1,0
4d86b1f0,0,0
9d41d5e6,1,0
89118835,0,0
7264b370,1,0
e23d6ca2,1,0
48df176d,0,1
bc199edf,1,1
58f23130,1,0
ce5c9bff,1,0
84b38019,0,0
b6bb3d19,0,0
708f5386,0,0
c3ed73da,1,0
de90e180,0,1
5ab87ed1,0,1
dce69649,1,0
fdd51046,0,0
ec5ef944,1,0
c41eea45,1,0
d056c787,1,1
f143b288,1,0
9abbcdd5,1,0
7e0c50e5,1,0
38166f29,1,0
89dd1cd4,0,0
d9e56367,0,0
3e0ddf68,1,0
5cc91568,1,0
ea1e800f,1,0
62d14445,0,0
17ed6c15,1,0
0c85ee59,0,0
6661e827,1,0
ace78fc8,0,0
5e64d5b7,1,0
0752dd96,1,0
963731f5,1,0
98152d7e,1,0
53afd2ab,0,0
3ba9a90d,0,0
e6890f71,1,0
d5280aea,0,0
4d9c0720,1,0
ffc38c5c,0,0
5f947cda,1,0
24b7a052,0,0
b69a9300,0,0
896b1a41,1,0
2ae67987,0,0
2676f45e,1,1
75e60ef6,1,0
17e498a6,0,1
c5246943,0,0
562765c9,1,1
9c53afd5,0,0
e8a50fc7,1,0
9e520c0d,0,0
db7050b2,0,1
a73cc0f3,0,0
3d75db5d,1,0
6ec16730,1,0
8bd4adf9,0,1
4919ecef,1,0
0f5858f3,1,0
97052bdc,0,1
c7185f47,0,0
6b8d6c0a,0,0
e1b3378c,0,0
01c2cbdb,0,0
fb30195f,1,0
9a90223f,0,0
a73ff5ea,0,0
c236a50b,0,0
8217527f,0,0
29a5380a,0,0
5af4bc3d,0,0
e53b21f2,0,0
4b6920ca,0,0
331499b0,1,0
16daf68d,1,0
65b92068,0,0
25fd0a03,0,0
8bb2421f,0,0
9cbebf8a,1,0
fe288f13,0,0
a312b3e7,0,0
bef0f01a,0,0
70cb19ad,1,0
57768650,0,0
a4e3809a,0,0
362e42e0,1,0
422b4bc9,0,0
1022950f,0,0
dec34bc5,0,0
894b6235,0,0
bcd72c59,1,0
630ef9c0,1,0
27ab9433,0,0
31f75a25,1,0
bae4c0c8,0,0
aceb501f,1,0
7529dfe5,0,1
97bce767,1,0
0462dd2d,1,0
3d79ec8d,1,0
c1be180c,0,0
45a39445,1,0
b0580646,1,0
4786a789,1,0
64abfbe9,1,0
6511d6da,1,0
37475809,1,0
af2c161b,1,0
c44877ac,0,0
34bdedd1,0,0
05c93ab9,1,0
a062ba99,0,0
810e9b11,1,0
428944b6,1,0
221a3fc0,0,0
291c6ec1,1,0
cc4187e5,0,0
703e0bd6,0,0
9128eca0,0,0
3c2c1915,1,0
d0942305,1,1
08964748,0,1
7481a6b9,0,0
b1346f73,1,0
9f570713,1,1
bf5701f7,0,0
0993ec3c,0,1
867a5ac7,0,0
e800642c,1,1
d5a32c5d,1,0
3ab1e6ec,1,0
3949ce4b,0,0
a3f8dba6,1,1
dafdf800,1,1
0d34b9e5,1,0
d54da335,1,0
891779f8,0,0
8d064791,1,0
8a509bb6,0,1
a70d0e2e,1,0
35cf5c91,0,1
c6b3d577,0,0
cd043602,1,0
ddda5b33,0,0
0db3e31d,1,0
2821c367,1,0
54b35699,1,0
f70fc373,0,0
4a456a99,1,0
f144d937,0,0
21f46d94,0,0
a9c03e32,1,0
b3eeb57c,1,0
8a328afb,1,0
92aa335b,1,0
5c0945b1,0,0
e48b1fdd,0,0
02280785,0,1
e61905cb,0,0
74a95ecc,1,0
ba6db973,0,0
8201ecbd,0,0
134a7100,0,0
c3154d19,0,0
9644fb64,1,0
c4359b50,1,0
7cc2199d,0,0
cc4517d9,1,0
84b282af,1,0
c401eb08,0,0
c200f277,1,0
405028d9,0,0
a9ca036e,1,0
dafe3d64,0,0
a0fd3995,0,0
78ee439d,1,0
ba66fc7f,1,0
b30f9b86,0,0
a0e290ec,0,0
90db308a,1,0
dc385ea0,1,0
1d84e690,0,0
2221f3a4,0,0
c43f3b3d,0,0
d9d06949,1,0
c44087f5,1,0
a094b61a,0,0
15fa9660,1,0
0c27763c,1,0
405cb3db,0,0
f26b5deb,0,0
140b4fbc,1,0
0bffd1da,1,1
1a61e975,0,1
0a0455a2,1,1
763dc001,0,0
a9323c30,0,0
dce3c5b9,0,0
dd8fb67b,0,0
69be502e,0,0
d3833164,1,0
eb97d0ea,1,0
be3a173e,1,0
6ffb9bd5,1,0
17526da8,1,0
f9660357,0,1
9a3f2333,1,0
4ac9b4a9,1,1
b12b35e3,0,0
aea4ed75,0,0
c5e9cc9a,0,0
3e3d163f,1,0
f1dd2087,1,0
e43df6c3,1,0
0e222899,1,0
54e5a488,1,1
2aa4f5f5,0,0
67c55d93,1,0
fac86a86,1,0
aff5b671,0,1
fdb7f323,1,0
06edc198,1,0
a52f0339,0,0
9c9de77a,1,0
02255479,0,1
c72feab7,1,0
2594cfef,0,0
6aaaffae,0,0
918e51ad,1,0
aeb1f6aa,0,0
52adc9fd,1,0
3d759f9b,1,0
cd745af3,0,0
ca914dec,0,0
3daf2f71,1,0
01ef2e09,1,0
d87d797b,1,0
5819cc1d,1,0
731f67fa,1,0
6621b8e5,1,0
a25a4e91,0,0
dea3aac4,0,0
a9298202,1,0
d3f1d17c,0,0
80b50abc,0,1
33888f48,1,0
3d9f6c8c,0,0
c7604492,1,0
c1383f4c,0,0
e368e648,0,0
93f12c00,0,0
71202d75,0,0
34b35bf3,0,0
614fc9e7,0,0
bfb7b2a8,1,0
3fd3fbdf,1,0
91425e35,0,0
a2a2062c,1,0
59ce8d37,1,0
70eb25e0,1,0
1eafc8fe,1,0
d334734a,1,0
a5087fd2,1,0
d9250967,1,0
d986cc53,1,0
da98269a,1,0
02fc273b,0,0
263ae06b,0,0
2309ec01,1,0
44e4061d,0,0
7c08f4cc,0,0
09ebc32b,1,0
de14c5f8,0,0
1d3bbbdc,0,0
0ea611cf,1,0
238e0fdd,1,0
1670f5ac,1,0
a5ea0972,0,0
d2853c3f,1,0
a024a417,1,0
a612de94,1,1
03e50f57,0,0
b3e87a4e,1,0
9eb8e6c6,0,0
581e3d4d,1,0
e4b8da01,0,0
5ad36e7d,0,0
b755a308,0,0
fa3c8f06,1,0
52fd277d,0,0
2ba764b2,0,1
d8e3e540,1,1
7318e3c3,0,0
b9f039b5,1,0
17b67bbf,1,0
b88d56be,0,0
162baf9d,0,0
2dc3bf83,1,0
73f2df15,0,0
ecd55656,1,0
adce7573,0,0
cf628fe0,1,0
f9ff0d08,0,0
c8e6c915,0,0
ec32a279,1,0
633c275c,1,0
6576e7b6,0,0
aedda74e,0,0
353fbd18,1,0
b5f39f35,1,0
afe77852,0,0
cac2a209,1,0
e0a3fa34,0,0
901ce75f,1,0
0f36267d,0,0
00403fbd,1,0
b9ba3ce5,0,0
be3bdb83,0,0
49da7d46,1,0
282bf7b3,1,0
2a5ba2da,1,0
24bf603c,1,0
11d52a92,0,1
1446a426,1,0
6a595564,1,1
eaba032c,0,1
d63e0dc9,1,0
d34ad3bc,1,0
852e3e23,0,0
137bed48,0,0
8b04d771,1,0
8376b0bb,0,0
fd7cf146,0,0
6b7f96eb,1,0
1fb6a651,0,0
f3441c89,0,0
00a73023,0,0
c910c773,1,0
e9624fb9,1,0
51a7b79e,0,0
1ca760dd,0,0
2aa88cb3,0,0
23fae70c,0,0
987c3be3,0,0
21e6574f,1,1
4fe268a5,1,0
aceffead,1,0
40cf85a2,0,0
d35a0fb3,1,0
9d9aa55a,0,0
b9980945,0,0
fd12eb02,1,0
7f771d20,0,0
b5943bf8,1,0
67f52152,0,0
b2e8c2aa,0,0
035fc604,1,0
9f772977,1,0
de203924,1,1
59e1d5e3,0,0
e16513a0,1,0
b9d56a92,1,0
cf3d9c37,0,0
4991f6cf,1,0
efaa022f,1,0
b07c9d70,0,0
924ac375,1,0
bdb324ba,0,0
0f2ce15c,1,0
ea60de10,0,1
ceff54bf,0,0
2a318832,0,0
009e0769,1,1
ae67d874,0,0
4845b518,0,0
06ca062f,1,0
6faf63fc,0,0
9fac8bbe,1,0
8836146a,0,0
c3d56973,0,0
9da4e569,0,0
baaeadd8,1,0
c9b64581,0,0
37b54977,0,0
b201541c,1,0
cb67f247,0,0
8741bc9a,1,0
adca0d87,1,0
7db337a6,1,0
b36bd65c,0,0
454c6031,0,0
6ff86999,0,0
2cd8bea4,0,1
6f3920a6,1,0
e49705a7,0,0
97cf11bd,1,0
2d0a8a26,1,0
61317c24,0,0
05a914c9,1,1
a040c612,0,0
dcc13097,1,0
5e130ee1,1,0
d429553b,0,1
d0492490,0,0
4aa34212,1,1
c5854fb5,0,1
b3b9fb4d,0,0
3cc79916,1,0
2cacf02b,1,0
dd236725,0,0
9b6239bf,0,0
5bcf0fc6,1,0
d6035293,0,0
a5b9aded,0,0
a3b336b2,1,0
d30e6ed5,1,0
84574153,1,0
30da583b,0,0
ff3534c3,1,0
af6c433c,1,0
00794932,1,0
7649bca3,0,0
eebb65e7,0,0
b925b185,1,0
f1f98176,0,0
82078f42,1,0
d45782e1,1,0
1248cfa9,0,0
28e01918,0,0
e4148b67,0,0
c948bde0,0,0
c461f9bb,1,0
61e4f63b,0,0
c96cc19d,0,0
86ea9ce6,0,0
1eb2e438,1,0
c9b585a4,1,1
208d7af9,0,1
045dc6a3,1,0
ea4a13d3,0,0
0414437b,0,0
11cf6caa,1,0
0a425a34,0,0
bf251b42,1,1
57ca549d,0,0
c1d4ab8e,0,0
f97b01e4,0,0
8e8e857b,1,1
ce95c30e,0,0
08897b56,0,0
64aa351f,0,0
c1df8687,1,0
035faec6,1,0
b7be99ed,1,0
af23210d,1,0
67cecf03,1,0
8a6e7b86,1,0
2fac263e,0,0
4288d495,1,0
3494c2fa,0,0
c10ffdb2,1,0
893cda5b,1,0
7ce2d4d3,1,0
6208d654,0,0
6ac59153,1,0
ce9523ce,0,1
ea68cb4b,0,0
8e7d6eac,1,1
12bc1868,1,0
c09a2505,0,0
4122ba43,1,0
50676532,0,0
d4a3ad78,1,0
06cd6a20,1,0
21385bf8,1,0
b082c059,0,0
b688858d,0,1
3993bbf2,0,0
eaf250f7,1,0
3521af3f,0,0
70c824bf,0,0
b95145fe,0,0
9c62186b,0,0
09ae927d,0,0
916f9f9f,1,0
2589cb97,0,0
8d43f1e6,0,0
fd5d21a0,0,0
d8b9814c,1,0
11b4e23b,1,0
f47816f2,1,0
e3adac20,1,0
2f19d8af,1,0
036dce03,1,0
2b70317d,0,0
7712e0d6,1,0
fbb762f8,0,0
fb40ff69,1,0
17d7babb,0,1
6868b48a,0,1
7a10cae3,1,0
bd776e58,0,0
fa5d8bb6,0,1
96bf7ae8,0,0
73f2bfea,0,0
398299c5,0,0
9c4cc1a5,1,0
34554a18,1,0
5e2d25b6,1,0
de233eff,1,0
62785a4a,0,0
be44688a,1,0
a6e47170,0,0
97b1fbb7,0,0
f6674cad,1,0
165f6b95,1,0
cc4269cb,1,0
11a16eac,0,1
2109c701,0,0
c29cfbdb,0,0
08effbb7,1,0
ebd8850a,0,0
fd4ab581,0,0
307cd386,0,0
d3cb4383,1,0
77548b62,1,0
2c814c40,0,0
612f2731,0,0
66e4e816,1,0
88fed06d,1,0
b529907e,0,0
351fbb66,1,0
a8cade97,1,0
4b9d0689,0,0
e2f2d029,0,1
4c52d76b,0,1
2ac1555f,1,1
5917b7b6,0,0
b6f73671,1,1
fa1ca6b5,0,1
e44c874c,0,0
efa9e764,0,0
13f45c3c,0,0
aea8ac8f,1,0
5307cf98,1,1
d86bd618,0,0
e29e4522,1,1
026599f8,1,0
efcdf837,1,0
5fa2a9b8,1,0
587e2e24,1,0
0e746fef,1,0
fa3d37b6,1,1
a2fe7b1a,0,0
4154a9dc,1,0
92e6985c,1,0
01fa19ae,1,0
242e2288,1,0
1096b05a,0,0
32b51158,0,0
7d26a8ad,0,0
3567a000,1,0
341bf541,0,0
aed3449b,1,0
fba3a843,1,0
4f57e124,0,0
6fafb9cf,1,0
1bfa5c49,0,0
c88b1a7c,1,0
a64d325b,1,0
2d6ca0b0,0,0
7be12833,0,1
7c1b77af,1,0
d9d66ef7,1,0
fdae8374,0,1
87f33ecb,1,0
ff158046,0,0
bf369c7d,0,1
eed50f22,1,0
6bd06479,1,0
94a1ba91,0,0
559c4247,0,0
f3d8c01d,1,1
2d1772de,1,0
c12ca0dc,0,0
0d91512f,0,0
c3bebbac,1,1
0142d1b0,1,0
3f6d9d92,0,0
07921f17,1,0
dbbf4f78,0,0
63326116,1,0
746620d6,0,0
35aec692,1,0
2b98f7ea,0,0
8db08917,0,0
4d459253,0,0
6d7d470d,0,0
9de4d6bb,1,0
c1738542,1,0
5cf0d841,1,0
04b23f4b,0,0
373bee61,1,0
b1149e10,1,0
2a7bb3b1,1,0
32553b25,0,0
c484a167,0,0
cb08b6c9,1,0
e67a90c7,1,0
f23fcb9f,1,0
ef43136a,1,0
3296a76b,1,1
cbefa57f,0,1
72cdb5f3,1,0
b5c519cd,0,0
c62ef2f4,0,0
80b3bc03,0,0
a248db61,0,0
09c6d17c,1,0
fc9fffdc,1,0
8c633d47,1,0
04d9ccc6,1,0
6b410c89,0,0
102fc91e,1,0
8956d65c,0,0
fa750a6a,1,0
3cf26c3f,1,0
42d93011,1,0
484c8855,0,0
0a4a1d3b,0,0
9eb927a0,1,0
59728bd2,0,0
7bc3cb1e,1,0
adc6c22d,1,0
3b19e31b,1,0
1fe0f503,0,0
409c450c,1,0
1ab876e8,1,0
c6d3e450,0,0
5e37cb1f,0,0
0c8f161b,1,0
2edb5c54,1,0
fab1341e,1,0
2e1d9854,1,0
fc5ccd04,1,0
dc2f6bb0,0,0
d66eb0f6,0,0
f463442d,0,1
e55607d8,0,0
259d4761,0,0
e53491ce,1,1
bb34b35f,0,0
c4b357b5,0,0
2a202a2d,1,0
779685eb,1,0
acf285d7,1,0
b7a7564a,0,0
cea47eab,1,0
8ed71f85,1,1
05728015,1,0
c3c0275f,1,0
fca493b6,0,0
8cd627a3,1,0
0eb3a82a,1,0
65ec7365,1,0
0a9cf188,1,0
0525e5d5,0,0
7cc5e9a4,1,0
7ac531b7,0,1
8a3931e3,1,0
6b66b022,1,0
dd2335f9,0,0
2faa5833,0,0
2c199871,0,0
3686f36e,0,0
a03bca62,0,0
05b4381b,0,0
ef861232,1,0
26b26045,0,0
1c195ea5,1,0
0ec1f1a2,1,0
051ecb5e,0,0
2964a41c,1,0
22181d5b,1,0
1b246108,0,0
95f2eba0,0,0
bc5db835,1,0
72e2fc08,0,0
088fa04b,0,0
47cd15bf,0,0
c9e782c1,1,0
52e08dee,0,0
ad548760,0,0
9496e890,0,0
7412e463,1,0
582f6140,1,0
3bb962c0,0,0
5c990cc3,1,1
fa06ee17,0,1
de205cfb,0,0
3153183e,0,0
9e344dd7,0,0
18571fba,0,0
ae1c6025,0,0
5a41f957,0,0
4cb7cf01,0,0
d4a29503,0,0
80635e9d,1,0
31aaf970,1,0
70d30c72,1,0
525518fa,0,0
8d2f20ec,1,0
76948054,1,0
63cf2578,0,0
470ec391,0,0
55429df7,1,0
4ff9259d,1,0
2e7aacac,0,0
c01b777c,1,0
b500cfda,0,0
5348bbcb,0,0
e0dd771f,1,0
fec30987,0,0
d1f276b2,0,0
0d12a5b5,1,0
e8584916,1,0
c0559d23,0,0
4dccb31e,0,0
5596ac1e,1,0
a4bc434a,0,0
0c75be81,0,0
9068fc1c,0,0
f61c3d0f,0,0
695d4472,1,0
617d2876,1,0
d5556950,1,0
506cc476,0,1
2726f459,1,0
23874845,0,0
2eb5f7f1,1,0
c0aab04d,0,0
2d5e9a14,0,0
bf0f6132,1,0
5be9d0d7,1,1
62d94f78,0,0
fe038d66,0,0
885fce63,1,0
9464643e,0,0
3029280d,1,0
e05fca22,1,0
5c6dd084,1,0
9fb68f55,0,0
9e3d7ae1,1,0
ffb8666b,0,0
d2fc7e85,0,0
53d9c4b0,0,0
5f0bffc0,1,0
9a133ee8,1,1
ffa45bf0,0,0
4e07f041,0,0
24aa03bd,0,0
2c700be9,1,0
065697d1,0,0
4000b060,0,1
46997074,1,1
b6dfd718,1,0
95aac0c4,0,1
7052b0f5,1,0
9386bc38,1,0
c0820489,0,1
cdc1e507,0,1
d338d323,1,0
7e9cbcdb,1,0
53e70996,0,0
74541fce,1,0
91642a3b,0,0
ee9ec11c,0,0
5db2801c,0,0
e237b0a5,1,0
6211090f,0,0
460d5460,1,1
042fcda1,1,0
88c76b38,0,0
ccbbe69f,1,0
866f7ed0,0,0
5aa3381d,1,1
ded3b05e,1,0
b7a9fe1f,1,0
8ccd50d1,1,0
578ff804,1,0
12d7f2e5,1,0
dc30a0c6,1,0
fc2af565,0,0
d3c74c28,0,0
15b5e4ea,1,0
0ac525e8,0,0
68e465e1,0,0
1fac3e09,0,0
7f768cde,1,0
ba3290c1,1,0
670a4e75,1,0
9bdca776,1,1
4a1afd72,1,0
c6abd04e,0,1
2717d0ce,1,0
8f718c91,0,0
605c9e02,1,1
9da4a75a,1,0
2b83f6c1,0,0
9ad7aece,1,0
dfc09c85,0,1
caf51e56,1,0
f918dc78,0,0
e75ae150,0,0
09d9635a,1,0
46ead17c,0,0
46965644,0,0
f0d00dd5,1,0
fda0b045,0,0
f49416a1,0,0
62e4f264,0,0
2ae044bf,1,0
4973d998,0,0
b4bd9121,0,0
02c09788,0,0
db2338e7,0,0
dfb58abc,0,0
3c77b8ca,0,0
a23e653a,0,0
fb7d080d,0,0
f55234ff,1,0
9c050970,1,0
2aab805c,1,0
c6a2b87f,1,1
5a4fb0bc,0,0
6e334786,0,0
8f6b28bb,0,1
57292b8e,0,0
30a389b8,1,0
4c5152e3,0,0
6ccfb547,1,0
17092079,0,0
8e880ee2,0,0
9e2979c7,0,0
f5c4abb2,0,0
9b6f2ea6,1,0
be502626,0,1
21511777,0,0
101d3356,0,0
2aed822a,0,0
6c8d0e29,0,0
c94321f0,0,0
a5375ba1,0,0
cce03382,1,0
b40febd2,1,0
785c3870,1,0
65cb8de0,0,0
709bd84d,1,0
e275a8c3,0,0
4cdceea0,0,0
1512cd69,0,0
8ea08737,0,0
6674f309,1,0
5343c9c7,1,0
4c850ced,0,0
9c89d606,0,0
0ecd4783,1,0
c38cd99b,0,0
d0fc1e3f,0,0
220592b4,1,0
23d87fef,0,0
b22fafee,1,1
10159f72,0,0
f2af37e3,0,0
59ac2b81,1,0
67c77aa7,0,0
b90d67c6,1,1
3e11d647,0,0
f03f14c0,0,1
31db9495,1,0
fa202193,0,0
db8dcb3c,1,0
5f8b0d6c,1,0
5e8317c9,0,0
0574a278,1,1
f67a07fe,0,0
d3aec72e,1,0
884db3a6,0,1
098e7a4e,1,0
639b345c,1,0
3b557bdf,0,0
e0c43d5b,1,0
e5d53baf,0,0
dbe6eec4,1,0
68cdf519,0,0
83b0f5a2,1,0
cee26e63,0,0
26149e79,0,0
05ad7f45,0,0
6662f1b7,1,0
6bd6bf9f,0,0
c4197e3c,1,0
03ab4e3c,1,0
8fa23615,1,0
90edf3b3,0,0
9e0b552d,0,0
0b70bc9d,1,0
97d55afa,0,0
c510ef05,1,0
f6f4fb43,0,0
acce2684,1,0
69e2b955,0,0
a823b7e4,0,0
a72e1b8a,1,0
2b5c07c0,1,0
9cde874b,1,0
4ec77024,1,0
269a8a3b,0,0
2e8d95dc,0,0
40c12448,1,0
23149a48,0,1
31cc0ef9,1,1
ba64e49c,1,0
40cff99a,1,0
5f0ac07a,0,0
9fbd5876,0,0
96812375,0,0
ee838fe3,0,0
cab4b98e,1,0
e0ec45aa,0,0
ab805b95,0,0
eb47baad,0,0
5de09ca6,1,0
68c4600d,1,0
edbc52da,0,0
0016359b,0,0
1393dd93,1,0
f2cb929e,1,0
3c356cc8,1,0
86eefd44,1,0
3d978b4f,0,0
5c91c44a,0,0
ba433446,1,0
c3e66334,1,0
65dcde0a,1,0
6a3d7e02,0,0
cde2b9f5,1,0
317de1e1,0,0
56eaa6a7,1,1
64cca309,0,1
d9b424a0,1,0
f93d204d,1,0
0b690708,1,0
782ba7b8,0,0
658670d3,0,0
006ac170,1,0
c1ddfc80,0,0
87f8e12c,1,0
1a30f504,1,0
f4f7c3ff,0,1
66305c5a,0,0
3fbd6c6d,1,0
57aa76cb,0,0
e25212dd,0,1
49a6b86f,1,0
eb825e9f,1,0
e53651e8,0,0
f30ced80,1,0
aba1c214,0,0
45cb449e,0,0
b5aec51b,0,1
b28b0025,1,0
523bedd4,1,0
5133ac61,1,0
167fedce,1,0
0a8ea7d5,0,0
02046547,0,0
456fdfb3,1,0
6dbfc3cc,0,0
3c3b2e37,1,0
3c520e90,0,0
49bc92cf,0,0
bb87968e,0,0
663b8c68,0,0
cce60f1b,1,0
8a69e371,1,0
813a28fd,1,0
b10c6436,0,0
973bd252,1,0
fd86e600,0,0
9bf4b9ef,1,0
927bed4a,0,0
4634da5d,0,0
b80f2b70,0,0
a589d05f,1,0
d2ba0917,1,0
24f2bf46,1,0
3a96ae50,1,0
d0f52aa5,1,0
69b602a5,0,0
e2ecbc4f,1,0
dea7f519,0,0
0e42297a,0,0
a6eff4e1,0,0
5e17061c,1,1
e86ba0b8,1,0
22907d44,0,0
e413edb7,1,0
d8c99b2c,1,0
01138f97,1,0
ffb8c4c8,0,0
f2ff97cd,0,0
1cacd149,0,0
cbfc6d6c,0,0
4a80f29f,0,0
288c8946,0,0
729a1852,0,0
3dfd157f,0,0
